,FIPS,crime_per_10k_y,full_pred,live 2a1w1c,min 1a1c,pct_less_hs,pct_hs,pct_some_college,pct_college,unemployment_rate_2019,median_household_income_2019,Food,Medical,Housing,Transportation,Civic,Other,Required annual income after taxes,Annual taxes,Required annual income before taxes
17,1035,157.09820694193124,249.73939142856193,219.0902178639158,219.0902178639158,217.64265976107615,211.20138703691094,211.8711870599049,214.73449368439748,220.98277070593838,220.53081452096575,218.3178896846649,266.54366361980084,231.5957966502626,228.09051230577916,227.87955938399188,227.87955938399188,213.73369626178206,158.28646691555662,143.0935316708476
18,1037,253.04503824001512,338.73100684407603,264.103027929448,264.103027929448,266.37362785280936,223.9694315236924,233.59542576546602,230.70578196615318,227.6970654879427,225.81997371246607,225.80755819626117,249.18085247006866,222.67821387495127,218.88925671309897,220.3178529434989,220.3178529434989,219.31771693888484,186.70635430297224,174.71380975303234
19,1039,248.57011195142445,313.6137467163337,276.51719260884505,276.51719260884505,274.8911244198266,266.65144682104443,242.98612686166118,266.9267780750494,258.3389986581776,263.79705368003886,262.9324569037128,291.32424769274814,258.1618565182638,254.71210150968102,254.7729100274792,254.7729100274792,245.09700198330586,209.01053629025034,197.25507335616066
20,1041,209.10209102091025,334.31170504993764,286.20432715267737,286.20432715267737,290.0845036853911,253.53785798193212,255.03505972448667,300.24407210653646,292.64200342981627,293.77040748156264,292.6049606071299,316.189101808842,287.2004707120899,284.8637502544565,287.6107390286249,287.6107390286249,283.94574745711014,189.80979729517688,174.06739321270925
21,1043,169.7847563594712,329.2027654436773,282.9240971658687,282.9240971658687,277.43769805494054,263.518294610748,241.77581501983633,254.94894386165186,249.05753692120726,247.9374092637599,248.7733811036906,280.54425162028065,236.26957317758027,234.38309462178646,233.06022193051393,233.06022193051393,222.40561176910086,201.01078648298025,178.05373683344533
22,1045,182.67656253322843,331.7229197676624,259.80288839580624,259.80288839580624,255.78161511775505,248.31585466028494,240.66176240555714,250.80523630514884,247.63738259740728,254.95003904239277,257.6368375321468,236.14557308089383,213.28682997057243,212.90906607873328,217.25157618614452,217.25157618614452,206.76834954554718,240.62279164176496,216.25904690069189
23,1047,70.86927670869277,334.28069827867677,286.66357874152317,286.66357874152317,282.26192241164927,269.4257544566914,254.80366017094872,253.16932149075336,267.7206666579598,254.45194826674873,254.15053926488858,305.2187955700607,262.11531962869554,259.80316914031215,257.30931435835697,257.30931435835697,239.09396784934836,137.89687977443072,120.49983826558622
24,1049,135.24297534545758,340.06799351337395,303.82931426253947,303.82931426253947,278.0042365416986,261.31751013023575,265.7988663019707,268.4915163810028,266.6706240989602,274.73412629135936,274.8449771410464,285.71669822203444,255.08508461100962,253.418162826266,253.15796470288691,253.15796470288691,252.21373470905158,188.67785980308238,174.89330869897097
25,1051,375.0794659885569,339.93981655342657,306.77870761604447,306.77870761604447,296.69403398484366,285.90172696482983,254.93612631239188,252.91481987231526,244.8146390497708,226.22095029401655,226.51486590627215,227.77924077215957,232.76665343779274,234.83077939197102,232.53825378154121,232.53825378154121,231.56380105761988,171.36700524217332,153.5134204418382
26,1053,230.8533916849015,318.8300214788818,255.09235481436224,255.09235481436224,260.6055424168903,212.2395054728164,224.15936393494354,220.10265090861762,225.77727205474787,219.13081024735044,217.629892242793,254.09100119183108,224.10535399619528,221.82270679737368,223.43371649759612,223.43371649759612,218.4433319893028,159.63365426280717,146.39018909830597
